rgn,ita,title
‘na sgregna cun ‘na ciacareňa,una sgrigna con una chiacchiera,Ride
acsè tota piturêda dal mân a i pi,così tutta pitturata dalle mani ai piedi,Ride
dagli òng rossi ch’al speca,delle unghie rosse che spiccano,Ride
"cun chi šgagnul, chi strid","con quei lamenti, quegli strilli",Ride
acsé a ganas pini uëi alòura,così a ganasce piene allora,Ride
U jè un’uférta burdell,C’è un’offerta ragazzi,L‘occasione
ch’a’ no-i ciapê indrenta,che a non prenderla in botta,L‘occasione
l’è pròpi da incanté,è proprio da stupidi,L‘occasione
òna ad cal robi,una di quelle cose,L‘occasione
che se t’a i pens un pô’ ‘d piò,che se ci pensi un pò,L‘occasione
s-t’a i rašón so tci farghê.,se ci ragioni sei fregato,L‘occasione
Me degh i-t zérca a cà,Io dico ti cercano a casa,L‘occasione
t’a n’é da fêr’un pasa,non devi fare un passo,L‘occasione
i fa gnacôša ló,fanno tutto loro,L‘occasione
sól la cumuditê,solo la comodità,L‘occasione
t’sté alè a ca tu,stai lì a casa tua,L‘occasione
mo me degh… sól i cino,ma io dico.... solo i film,L‘occasione
e’ bastareb sól quél par fês paghe’,basterebbero solo quelli per farsi pagare,L‘occasione
e inveici nench al partidi,e invece anche le partite,L‘occasione
"mo cs’êl, i righêla dl’ôr?","ma cos’è, regalano dell’oro?",L‘occasione
T’sté sèmpar alè atach,Stai sempre lì attaccato,L‘occasione
"tot agli ór, nòta e dè","tutte le ore, notte e giorno",L‘occasione
ža t’ci invurnì ad tu,già che sei stordito di tuo,L‘occasione
cma-s fal a dì’ ‘d nö a un quël csè!,come si fa a rifiutare una cosa così!,L‘occasione
Be-mo gnenca i comunichét ?,Neanche i telegiornali?,L‘occasione
Mo quânt’ël….ch’a n’i guérd piò!,Ma quant’è…..che non ci guardo più!,L‘occasione
"Mo sta bon, a la mi etê,","Ma sta zitto, alla mia età,",L‘occasione
"mo me... a j’ò e’ côr,","ma io….. ho il cuore,",L‘occasione
"u-m dà di trapaton, ch’il ten piò!","mi dà delle palpitazioni, chi lo tiene più!",L‘occasione
Ades a žugh cun al zanzêl,Adesso gioco con le zanzare,L‘occasione
ch’al m’à rimpì la ca!,che mi hanno riempito la casa!,L‘occasione
"Luìlt, s ’na gran fadiga, i s’éra svrucé e j’éra scapp, léu nò, l'éra stae ciap e tiràt zò.","Loro, con gran fatica, si sono liberati e d erano scappati, lui no, era stato preso e tirato giù.",Giovannino
"“Aiuto!” a rugìmi ma quei sla spiaggia, du tré i s’è ziràt cumè per doi “S'a vut!?”","“Aiuto!” urlavamo a quelli sulla spiaggia, due tre si sono girati come a dire “cosa vuoi?”",Giovannino
Ma Giovanino u n gn’jéra piò.,Ma Giovannino non c’era più.,Giovannino
- Zdòt an...e pu i dis ch’u j’è e’ Signaur! -,- Diciotto anni...e poi dicono che c’è Dio! -,Giovannino
"E biascèva qualcadùn dri mè, m e’ funerèl.","Brontolava qualcuno vicino a me, al funerale.",Giovannino
Da che dè e nost Vicæri u n’è stæ piò léu: pers dròinta un pansìr ch'u n s'è piò s-ciólt.,Da quel giorno il nostro Vicario non è stato più lui: perso dentro un pensiero che non si è più sciolto.,Giovannino
I bomboloni,I bomboloni,Giovannino
"“Riminii, stazione di Rimini!”","“Riminiii, stazione di Rimini!”",Giovannino
Néun a i lascìmi andè e a s farmìmi at chi gabinótt sòura e sotpasàg.,Noi li lasciavamo andare e ci fermavamo nelle cabine sopra il sottopassaggio.,Giovannino
"Pu, lutéun lutéun, a s strasnìmi dri al nòsti bàursi sla via Dante.","Poi, molto lentamente, ci trascinavamo dietro le nostre borse sulla via Dante.",Giovannino
"Sóbti pròima de Dóm, néun a zirìmi a dèstra e a s farmìmi té piazæl du che òz u j’è i zardinétt.","Subito prima del Duomo, noi giravamo a destra e ci fermavamo nel piazzale dove oggi ci sono i giardinetti.",Giovannino
"A simi in quatri ch’a fìmi al magistræli: Cece, Charli, Walter e mè.","Eravamo in quattro a far le magistrali: Cece, Charli, Walter e io.",Giovannino
Intênt ch’aspitìmi la campanèla Walter e cumpréva du bomboloni e u j’infiléva tla bàursa.,Intanto che aspettavamo la campanella Walter comprava due bomboloni e li infilava nella borsa.,Giovannino
Cla matena avìmi la Bracconi ch’l’a s feva italien.,Quella mattina avevamo la Bracconi che ci faceva italiano.,Giovannino
"Sò e zò s’j’ócc ma che rigéstri, sò e zò al testi ti bénch ch’li paroiva la “ola” te stadio.","Su e giù con gli occhi su quel registro, su e giù le teste nei banchi che parevano la “ola” allo stadio.",Giovannino
«Uuuu...». «Vaselli cosa fai il lupo?».,«Uuuu...». «Vaselli cosa fai il lupo?».,Giovannino
«Non posso venire pròf.».,«Non posso venire prof».,Giovannino
«Come sarébb non puoi venire?!».,«Come sarebbe non puoi venire?!».,Giovannino
« No parché...».,« No perchè...».,Giovannino
"Dò àuri te bagn, per dæ una ripuloida ma tótt che taca tach.","Due ore nel bagno, per dare una ripulita a tutto quell’attaccaticcio.",Giovannino
"Mò l’udaur tla bàursa e mi loibri ad Walter l’è arvenz, l’udaur dla crema e dla nòsta gioventó.","Ma l’odore nella borsa e nei libri di Walter è rimasto, l’odore della crema e della nostra gioventù.",Giovannino
E’ micòt,“E’ micòt”,Giovannino
"La n gn’é la scóla sta zôbia matòina, parchè l’è cmôinz al vacænzi ’d Pasqua e mè a sò lébri da gódmi la mi ma cla fa la zambèla.",Non c’è la scuola questo giovedì mattina perchè sono cominciate le vacanze di Pasqua e io sono libero di godermi la mia mamma che fa la ciambella.,Giovannino
"Mè a faz un pasitìn indrì, giôst per cuntantæla, pu a j’artàurni sota per avdài mèi.","Io faccio un passettino indietro, giusto per accontentarla, poi le ritorno sotto per vedere meglio.",Giovannino
"La fa i filéun, l’a i stènd t e’ padlàun, la sbatt un tùrli d’uv e, s’un pnilìn, l’a j’é stènd sòura.","Fa i filoni, li stende nel padellone, sbatte un tuorlo d’uovo e con un pennellino glielo stende sopra.",Giovannino
«Rino va mé faurni avdéi se la zambèla la è pràunta» l’a m dis ta gl’ông la mi ma.,«Rino va al forno a vedere se la ciambella è pronta» mi dice verso le undici la mia mamma.,Giovannino
"«Vin a vdé vérs mizdé» l’a m’arspònd sa cla vusìna ad mél, zcurénd cmè quéi ad là de fiéun.",«Vieni verso mezzogiorno» mi risponde con quella vo cina di miele e parlando come quelli di là del fiume.,Giovannino
«Sé sé» la m’arspònd ridénd «ém méss só enca e’ tu micòt!».,«Sì sì» mi risponde ridendo l’Elvira «abbiamo messo su anche il tuo “micòt”».,Giovannino
"Vèrs mezdè andém a tô la zambèla, u j’è un udàur t e’ fàurni, mò un udaur ch’u t vén vòia da magnæla sôbti, e mænch ’na feta, e mænch e’ micòt!","Verso mezzogiorno andiamo a prendere la ciambella cotta, c’è un odore nel forno, ma un odore che ti viene voglia di mangiarla subito, almeno una fetta, almeno “e’ micòt”!",Giovannino
"Mò u n gn’è gnént da fæ, «Oz la è trop cælda, u n s pò fæ al fèti, la s sgardèla tota, véndri la n s pò magnæ parchè l’è viziglia e dròinta u j’è e’ strót.","Ma non c’è niente da fare: «Oggi è troppo calda, non si possono far le fette, si rompe tutta, venerdì non si può mangiare perchè è vigilia e dentro c’è lo strutto.",Giovannino
Sabdi.,Sabato.,Giovannino
"Spéta pò Rino, fina’a sàbdi gnént da fæ.","Aspetta pure Rino, fino a sabato niente da fare.",Giovannino
"Masèd t e’ cantunzìn u j’é ænca e’ micòt ch’u m guærda, e pær che róida... che patàca!","Nascosto nell’angolino c’è anche “e’ micòt” che mi guarda e pare che rida... quel ""patacca""!",Giovannino
E’ Landini,Il Landini,Giovannino
Pu Ro e Bunì j’è ’ndæ in pensiàun e t e’ su post u si è méss un tratàur.,Poi Ro e Bunì sono andati in pensione e al loro posto ci si è messo un trattore: il Landini.,Giovannino
E cminzéva tra léun e schéur e l’andéva avænti tôt la nòta “pum....pum.... pum pum pum pum...”,Cominciava al crepuscolo e andava avanti tutta la notte: pum....pum.... pum pum pum pum pum...,Giovannino
"«Ch’u j’annéss un azidént!» e’ mi ba l’us-céva rugléndsi t e’ lèt, circhénd ad durméi a la svélta, parché al trè e mèz e duvòiva stæ sò pèr andè a lavuré me fabréch.","«Che gli venga un accidente!» il mio babbo sacramentava rigirandosi nel letto, tentando di dormire alla svelta, perchè alle tre e mezzo doveva alzarsi per andare a lavorare alla fabbrica.",Giovannino
"St’an la va mèi perchè, t e’ post d e’ Landìni, u j’è un Catarpiller che é fa snò e’ rumàur d’un càmio: un “brrrrrrr” tòt cumpàgn, mai un scat, sempra e’ stèss tàun, oddìo, qualch sgasæda sè, mò snò ögni tènt, comunque éducæda, sènza narvàus guasi ch’u i dispiasèss, t vu mèt sa “pum... pum... pum pum pum pum?”","Quest’anno va meglio perchè, al posto del Landini, c’è un Caterpiller che fa solo il rumore di un camion: brrrrr... vuoi mettere con pum... pum... pum pum pum?",Giovannino
Gnainca a zcòrni!,Neanche a parlarne!,Giovannino
E i m’ven a dì che j èn i n’pas in prisia s’i s’armes-cia i lens dal nöt biânchi cun i tu gnech a e’ dè.,E mi vengono a dire che gli anni non passano in fretta se si mescolano gli ansiti delle notti bianche con i tuoi gemiti al giorno.,E rideremo del tempo
L’acva e e’ sol j à ariznì e’ curnisoun,L’acqua e il sole hanno arrugginito il cornicione,E rideremo del tempo
e l’è za óra che te t’cambia ca.,ed è già ora che tu cambi casa.,E rideremo del tempo
E alóra e’ sarà coma turnê tabach:,E allora sarà come ritornare ragazzo:,E rideremo del tempo
t’at mitiva la bêrba d’furminton,ti mettevi la barba di granoturco,E rideremo del tempo
e t’saltiva int al scol coma un mat.,e saltavi sulle pozzanghere come un matto.,E rideremo del tempo
Int un pirôl d’na schêla longa a inciudaren i pës,In un piolo di una lunga scala inchioderemo i passi,E rideremo del tempo
e a lè fìrum coma stètui d’zez a ridaren de’ tempo ch’u s’à futì.,e lì fermi come statue di gesso rideremo del tempo che ci ha fottuti.,E rideremo del tempo
Insèna da tabach a t’ò zarchê,Fin da ragazzo ti ho cercato,Eri nel vento
un gazulê d’usël ch’i spiâna e’ zil par al cumet dla sera,un cinguettare sommesso di uccelli che preparano il cielo per gli aquiloni della sera,Eri nel vento
cla vós che sóra tot la s’alzéva,quella voce che su tutte si levava,Eri nel vento
la festa d’un paés.,la festa di un paese.,Eri nel vento
Tcira la crós dla mi famì s-ciunclêda,Eri la croce della mia famiglia schiantata,Eri nel vento
i rog so pr e’ camen al sér d’inveran,le urla su per il camino le sere d’inverno,Eri nel vento
la név là fura cun al pédgh alziri.,la neve là fuori con orme leggere.,Eri nel vento
Vós de’ silénzi che t’am strenz e’ pët,Voce del silenzio che mi stringi il petto,Eri nel vento
"tci ’na parola un sègn, fradèl ch’e’ ciâma","sei una parola un segno, fratello che chiama",Eri nel vento
e me ch’m’agrap a te coma ch’a pos.,ed io mi aggrappo a te come posso.,Eri nel vento
e la m’dmandéva sèmpra: com’ël grând?,e mi chiedeva sempre: com’è grande?,Il mare della bisnonna
"Mo biṣa, me a i géva, zènt vôlt e’ nost paés!","Ma bisa, le dicevo, cento volte il nostro paese!",Il mare della bisnonna
Coma un vidël ṣmarì int una nöt d’busâna e’ mogia e’ mogia fórt.,"Come un vitello smarrito in una notte di burrasca mugghia, mugghia forte.",Il mare della bisnonna
"l’éra e’ ṣgrafegn di spen arvid dal mór, di biṣ ad sparaguai.","era il graffio degli spini delle more, e baci di nascosto.",Il mare della bisnonna
"Sminghìv l’invéran, ch’l’è stê lòngh asé, pr i strid de’ pôrch ch’l’à insupê d’ros la név, pr i pasarot s-ciazê.","Dimenticate l’inverno che è stato fin troppo lungo, per le strida del maiale che ha inzuppato di rosso la neve, per i passeri schiacciati.",Dimenticate l’inverno
Sminghìv l’inveran cun i sangunëz e ṣmolghi al caparël.,Dimenticate l’inverno con i geloni e i mantelli fradici.,Dimenticate l’inverno
Sminghìv l’inveran cun i mors dla fâm in do ch’e’ cânta sprê e’ pitaren,Dimenticate l’inverno coi morsi della fame dove canta disperato il pettirosso,Dimenticate l’inverno
"Sminghìv, mo a m’aracmând:","Dimenticate, ma vi supplico:",Dimenticate l’inverno
"apjì d’arnôv che fugh, nöl murtì piò, che fugh, che fugh!","accendete di nuovo quel fuoco, non spegnetelo più, quel fuoco, quel fuoco.",Dimenticate l’inverno
Una zità ch’la n’fnes mai…,Una città che non finisce mai…,L’emigrante
U i ven ‘na streta a e’ côr.,Gli viene una stretta al cuore.,L’emigrante
"e pu e’ fes-cia, e’ fes-cia par nȫ pinsȇ.","poi fischia, fischia per non pensare.",L’emigrante
E’ timp ch’e’ pȇ ch’e’ fëga a pösta e’ fa turnȇ i cönt.,Il tempo che sembra faccia apposta fa tornare i conti.,Vita
Un’ucèda la t’şmȃna,Un’occhiata ti spoglia,Gli uomini
la t’arvives un’ȇtra.,un’altra ti rimette in vita.,Gli uomini
I s-cen j è com i spen:,Gli uomini sono come gli spini:,Gli uomini
i n’ s’ciapa par la ponta!,non si prendono per la punta!,Gli uomini
Ȅl trop se a t’dmȃñd ad nö m’lasȇ?,È troppo se ti chiedo di non lasciarmi?,none
"Paróla, t’al sé, par me tci toti.","Parola, lo sai, per me sei tutto.",none
"Un pô d’sȇl int la zoca E’ bignarà avél, nö?","Un po’ di sale in zucca occorrerà averlo, no?",none
"‘S’a scrivta pu,","Cosa scrivi mai,",none
ch’u n’leʐ piò incion!,tanto non legge più nessuno!,none
A créda t’épa rason:,Credo tu abbia ragione,none
"Tótt al vòlti ch’a i passìmi davænti, par guardè ‘lè drèinta, a feva cut da spèsa ‘l gambi dla mi mà.","Tutte le volte che ci passavamo davanti, per guardare lì dentro, facevo capolino da dietro le gambe di mia mamma.",Il mattatoio
"E’ céul di parénch, si gang spandléun.","Il lamento dei paranchi, coi ganci a penzoloni.",Il mattatoio
Un sulèr luzòus.,Un pavimento lercio.,Il mattatoio
Póll e galéini tachéd sò prì zampétt chi starnàza.,Polli e galline attaccati su per le zampe che starnazzano.,Il mattatoio
"I vidléun strasnéd par la murdèccia, i baghéin chi rògg, I brécc chi péunta.","I vitelloni trascinati per la mordecchia, i maiali che urlano, gli asini che si impuntano.",Il mattatoio
E sòura tótt che diavuléri… piò fort: i móccal sécc di mazlér.,E sopra tutto quel caos… più forti: le bestemmie asciutte dei macellai.,Il mattatoio
"Muntéd sò sla batèna de mi cugnéd, disdài sòura chi cuscòin se chéul bagnéd; a tota béra, tachéd cmè di ragn, sòura st’agli òndi par armidié un bagn!","Saliti sulla battana di mio cognato, seduti sopra quei cuscini con il culo bagnato; a tutta birra, attaccati come dei ragni, sopra queste onde per rimediare un bagno!",Il castello nel mare
"A vulìmi sàura l’àqua a piò di zènt,","Volavamo sopra l’acqua a più dei cento,",Il castello nel mare
e Lorenzo e’ tàca a rógg tótt t’ un mument:,e Lorenzo comincia a urlare tutto in un momento:,Il castello nel mare
"“Guarda laggiù, babbo, quello è un castello… là, in mezzo al mare: è proprio bello!”","“Guarda laggiù, babbo, quello è un castello… là, in mezzo al mare: è proprio bello!”",Il castello nel mare
e che paragòun a l’ò sintéi te stòng:,e quel paragone l’ho sentito nello stomaco:,Il castello nel mare
e se quaicadun ul tòcca… a guàia!!!,è il mio bello; e se qualcuno lo tocca… sono guai!!!,Il castello nel mare
Mó gvérda cumè chi và fiéd…,Ma guarda come vanno combinati…,Quei ragazzacci
e i n s vargògna mégga!,e non si vergognano mica!,Quei ragazzacci
Dóbbi ch’i n s rènda còunt?,Possibile che non si rendano conto?,Quei ragazzacci
"I calzéun zò me chéul, sé cavàl mal znòci, s’ ‘na lofa ch’e’ pèr ch’i sea caghé madòss.","I calzoni giù al culo, con il cavallo alle ginocchia, con un fagotto che pare si siano cagati addosso.",Quei ragazzacci
"E chi giubidomini,… che dòp, màs-ci e fèmni, vai arcnòss tè, se t’ci bón!","E quei giubboni,… che dopo, maschi e femmine, valli a riconoscere, se sei capace!",Quei ragazzacci
E di scarpéun che su i ciapa ‘n azidént i arvènza in pì…,E degli scarponi che se gli prende un accidente rimangono in piedi…,Quei ragazzacci
Di piò béll paistìn tachéd sò ma chi grépp che s t’ a t apòzz e’ pèr chi àpa da zuclé par la fadiga chi fà a ‘rvanzè drétt.,Dei più bei paesini attaccati sopra quelle rupi che se ti appoggi sembra che debbano dondolare per la fatica che fanno a restare dritti.,Bella la Liguria
Scrichéd tra i méunt e si pi instécc tal gènghi.,Schiacciati tra i monti e con i piedi conficcati nelle rocce.,Bella la Liguria
"E’ sarà un’impressiòun mo ò fèida, che al màchini al sea fati ‘d miséura: chi li faza piò strèti apòsta par lòu.",Sarà un’impressione ma ho fede che anche le macchine siano fatte di misura: che le facciano più strette apposta per loro.,Bella la Liguria
"E pu i scalèin, e’mi Signour, quànd scalèin!","E poi i gradini, il mio Signore, quanti scalini!",Bella la Liguria
"U i vrébb un scròch, cmè quel dla luce Che tè dé te scròch e t véid tótt un’ ent mond",Ci vorrebbe un pulsante come quello della luce Che tu schiacci il pulsante e vedi tutto un altro mondo,Il pulsante
Invici u i vrẹbb un scròch che e’ funziunéss da dròinta quèl sé che sarebbe e’ scròch!!,Invece ci vorrebbe un pulsante che funzionasse da dentro: quello sì che sarebbe il pulsante!!!,Il pulsante
Tin t’in a mént!,Tieniti in mente,
Tin t’in a mént che la cativéria l’an vén mai da fora!,Tieniti in mente che la cattiveria non viene mai da fuori!,
… e ognun us tén la su.,… e ognuno si tiene la propria.,
Da fé ché scréiv in dialèt che intanimòdi i capéss sno quel ch’u i pèr.,Da far cosa scrivere in dialetto che tanto capiscono solo quello che gli pare.,Da far cosa?
Da fè chè scréiv in dialèt.,Da far cosa scrivere in dialetto.,Da far cosa?
Da fé chè scréiv.,Da far cosa scrivere.,Da far cosa?
Da fè chè…,Da far cosa…,Da far cosa?
A n l’arcùrd,Non ricordo,L’odore del sabato
l’udòur de sàbdi scapand da scóla,l’odore del sabato uscendo da scuola,L’odore del sabato
arcord snò ch’a séra lizìra,ricordo soltanto che ero leggera,L’odore del sabato
l’éra tótta da boi.,era tutta da bere.,L’odore del sabato
Ènca un zéi,Anche un ciglio,Settembre
Al mæni a l vuntèva di giarùl,Le mani tracimavano di sassolini,Due anni
te vièl s’un vstidìn a pois.,nel viale con un vestitino a pois,Due anni
"s’una sménta, un fiòur...","con una semenza, un fiore...",Due anni
Pu l’à tàch a pióv,Poi ha cominciato a piovere,Due anni
la catóiva stašon la s’à ingulè.,la cattiva stagione ci ha ingoiati.,Due anni
u n gn’è gnént in fond a e’ curidéur,non c’è nulla in fondo al corridoio,Due anni
però u m tòcca sèmpra guardè.,però devo sempre guardare.,Due anni
E’ malàn dla nôta e’ stan,Il rumore della notte sta,Il rumore della notte
te fond d’una cunchéa svóita,nel fondo di una conchiglia vuota,Il rumore della notte
là do ch’u s racói e mèr,là dove si raccoglie il mare,Il rumore della notte
che ta ne vóid mo ta l sé ch’u i è,che non vedi ma sai che c’è,Il rumore della notte
Dal volti a m mèt ma la fnëstra,A volte mi metto alla finestra,I discorsi della gente
da spèss i è acsè strach,spesso sono così stanchi,I discorsi della gente
che la s putreb sparagnè,che si potrebbe risparmiare,I discorsi della gente
la fadéiga d’arvoi la bòcca.,la fatica di aprire la bocca.,I discorsi della gente
Mo se la zcòrr in dialèt,Ma se parlano in dialetto,I discorsi della gente
"alòura i zchéurs i arciàpa vigòur,","allora i discorsi prendono vigore,",I discorsi della gente
"enca al patachèdi,","anche le sciocchezze,",I discorsi della gente
e u m vén vòia d’andê ad ciòtta,e mi viene voglia di scendere in strada,I discorsi della gente
a dói la mi.,a dire la mia,I discorsi della gente
Nuvèmbri,Novembre,I discorsi della gente
ch’la vén zò da e’ mount,che scende giù dal monte,I discorsi della gente
l’è cmè nòiva sòura la tu faza.,è come neve sopra la tua faccia.,I discorsi della gente
Nuvèmbri ti campsént u s radàna.,Novembre nei cimiteri si riordina.,I discorsi della gente
Al tu pavéuri a l càsca,Le tue paure fioccano,I discorsi della gente
"a zantnèra, a miéra","a centinaia, a migliaia",I discorsi della gente
cmè fòi sòura i viél.,come foglie sopra i viali.,I discorsi della gente
A péunt i mi ócc,Punto i miei occhi,I discorsi della gente
ti ócc d’un petròs.,negli occhi di un pettirosso.,I discorsi della gente
Eli e ràdghi,Ali e radici,I discorsi della gente
A t’ò niné,Ti ho cullato,I discorsi della gente
fina a fèt indurmantè,fino a farti addormentare,I discorsi della gente
èli e ràdghi a l s’è invrucédi.,ali e radici si sono intrecciate.,I discorsi della gente
E t’una nöta pursì,E in una notte qualunque,I discorsi della gente
un pésgh in fiòur.,un pesco in fiore.,I discorsi della gente
E’ mi ba,Mio padre,Mio padre
"l’è môrt da par se,",è morto da solo,Mio padre
"int e’ ‘bšdêl,",all’ospedale,Mio padre
la matòina prëst.,di mattina presto.,Mio padre
E pu gnént.,E poi niente,Mio padre
Parchè la morta la-n s’conta.,Perché la morte non si dice.,Mio padre
La morta la-t s’insteca,La morte ti si infila,Mio padre
indentar,dentro,Mio padre
e la-t fa tent buš,e ti fa tanti buchi,Mio padre
dóv ch’u i pasarà la tu vita.,nei quali passerà la tua vita.,Mio padre
A e’ campsènt l’è pin d’vec,Al camposanto è pieno di vecchi,Al camposanto
I-s šmêša cun la grêzia,Si muovono con la grazia,Al camposanto
"d’na balarena straca,","di una ballerina stanca,",Al camposanto
i dà la pôrbia a i fiour,danno la polvere ai fiori,Al camposanto
i scor cun cvi ch’i pas.,chiacchierano con i passanti.,Al camposanto
Me a-n n’ho alšir; int i vidar dal capëli,Io non ne ho voglia;sui vetri delle cappelle,Al camposanto
a gvêrd la mi fàza,guardo il mio volto,Al camposanto
"e s’a m’ho da tajê’ i cavel,",e se dovrei tagliarmi i capelli:,Al camposanto
Sota i pi,Sotto i piedi,Al camposanto
"una foja seca,",una foglia secca,Al camposanto
"fìna tlarâgna ad bochi svuiti,",fine groviglio di bocche vuote,Al camposanto
la creca int e’ salghê.,scricchiola sul selciato..,Al camposanto
ABRÌL,APRILE,Al camposanto
I dè i cór via svìlt,I giorni corrono via veloci,Al camposanto
cumpagn a burdéll fura dla scóla.,come bambini fuori da scuola.,Al camposanto
"""Alsir"" l' è un sogn franzés",Alsir(1) è un sogno francese,Al camposanto
"a e' sol d'abrìl,","al sole d'aprile,",Al camposanto
ch' u m' inciöda,che mi inchioda,Al camposanto
int e' mèz dla strëda.,nel mezzo della strada.,Al camposanto
Mo a gl'è tóti maravèj...,Ma sono tutte smancerie...,Al camposanto
"A scriv acsè, in cusêna,","Scrivo così, in cucina,",Al camposanto
un oc int e' foj,un occhio al foglio,Al camposanto
e un oc a e' sufrét.,e un occhio al soffritto.,Al camposanto
Ste parlè,Questo parlare,Al camposanto
l'è cumpagn'a moschi,è come mosche,Al camposanto
"ch'al peccia int i vidar,","che picchiano sui vetri,",Al camposanto
una córsa ad bastérd int e' salghê.,un corsa di bambini nel selciato.,Al camposanto
"Sé,","Sì,",Al camposanto
"a jò capì,","ho capito,",Al camposanto
"t'a m'é capì,","mi hai capito,",Al camposanto
a jò int al mân,ho nelle mani,Al camposanto
un ruşlaz ad chèrta fina,"un papavero di carta fine,",Al camposanto
"ch'u pè vér,","che pare vero,",Al camposanto
basta ch'u-n pjuva.,purché non piova.,Al camposanto
Zogn,Giugno.,Al camposanto
al zriśi al dà,le ciliege danno,Al camposanto
"al źghèli la vośa,",le cicale la voce.,Al camposanto
"I burdel, ir piśinin,","I ragazi, ieri pulcini,",Al camposanto
i s beśa saibédgh,si baciano selvatici,Al camposanto
da spes i méur infughì.,dietro i muri infuocati.,Al camposanto
I s diś dal parôli véri,Si dicono parole vere,Al camposanto
cumpagna di righél sora l’altêr.,"come doni sull’altare,",Al camposanto
I sa che l’anma de fugh,sanno che l’anima del fuoco,Al camposanto
La j è int la fiamba,è nella fiamma,Al camposanto
no int la rinsida.,non nella durata.,Al camposanto
E int e’ ślergh d’un béś,E nello slargo di un bacio,Al camposanto
senza sparagn nè pérsita,senza risparmio né perdita,Al camposanto
l’è tota luś da luś.,è tutta luce da luce.,Al camposanto
UTÒBAR,OTTOBRE,Al camposanto
A j avéva da dêt,Avevo da darti,Al camposanto
"Una méla ingarnêda,","Una melagrana,",Al camposanto
spachêda int e' mëẓ,spaccata nel mezzo,Al camposanto
da una carvaja,da una crepa,Al camposanto
"ch' la paréva una frida,","che sembrava una ferita,",Al camposanto
"un abraz, un beṣ, un quël,","un abbraccio, un bacio, una parola",Al camposanto
"E t' è magnæ un garnela,","E hai mangiato un chicco,",Al camposanto
sënza pinsê che e' pôch,senza pensare che il poco,Al camposanto
"u po' tnì indrenta e' purasé,","può contenere il molto,",Al camposanto
"e' prema, e' döp,","il prima, il dopo,",Al camposanto
"la radiṣa, e' fiór,","la radice, il fiore,",Al camposanto
