rgn,ita,title,author,poem_id
"L’aria alòura la è dvénta acsè lizíra che se crusèri u s’è sintí springlé e’ campanèl ruznéid d’na biciclètta, a alazò, mo dalòngh, vulè un areoplano sòura e’ mèr.","L’aria allora è diventata cosi leggera che sul crocicchio s’è sentito pigolare il campanello arruginito di una bicicletta, e laggiù, ma lontano, volare un aeroplano sopra il mare.",Luglio,baldini,baldini__2__4
"I avrà vu quatórg an, léu quatórg, li dògg, trègg, me vièl dla Fòsa, disdài sl’éultum sedéili","Avranno avuto quattordici anni, lui quattordici, lei dodici, tredici, al viale della Fossa, seduti sull’ultima panchina",L’ultima panchina,baldini,baldini__2__5
"i n m’à sintéi, vérs sàira, pin ‘d gazótt pr’aria, un malàn,","non m’hanno sentito, verso sera, pieno d’uccelli per aria, un chiasso",L’ultima panchina,baldini,baldini__2__5
"i stéva alè, i s guardéva, da zétt, senza tuchès, i s guardéva, i s guardéva, cmè incantèd,","stavano lì, si guardavano, in silenzio, senza toccarsi, si guardavano, si guardavano, come incantati,",L’ultima panchina,baldini,baldini__2__5
"e mè pianìn, sl’érba, a so tòur’n indrì.","e io pian piano, sull’erba, sono tornato indietro.",L’ultima panchina,baldini,baldini__2__5
Mat. l’è sémpra stè mat.,"Matto, è sempre stato matto.",I capelli,baldini,baldini__2__6
Mo da quant ch’u i à ravié a caschè i cavéll,Ma da quando gli sono cominciati a cadere i capelli,I capelli,baldini,baldini__2__6
e’ pasa drétt,passa dritto,I capelli,baldini,baldini__2__6
e u n saléuta niseun,e non saluta nessuno.,I capelli,baldini,baldini__2__6
Un pô a la vôlta,A poco a poco,,bellosi,bellosi__0
U s’è pérs ignacósa.,Tutto è finito.,,bellosi,bellosi__0
E adës cvânt ch’u n’i sra,E quando ormai non ci saranno,,bellosi,bellosi__0
"piò stagli êlbar,","più questi alberi,",,bellosi,bellosi__0
"stal ca ch’u i dà e’ culór e’ sól,","e queste case che dal sole prendono colore,",,bellosi,bellosi__0
"piò ste zil,","più questo cielo,",,bellosi,bellosi__0
alóra a putren nench,allora non ci resterà che chiudere la porta,,bellosi,bellosi__0
metr e’ carnaz a l’os e fê cont d’gnint.,"e tirare il catenaccio, a tutto indifferenti.",,bellosi,bellosi__0
"Vujétar ch’a si sté còm ch’a sen nó,",Voi che siete stati come ora siamo noi,,bellosi,bellosi__1
"vó ch’a murì par sèmpar,","voi che morite per sempre,",,bellosi,bellosi__1
"d’là da la mura,","oltre il muro,",,bellosi,bellosi__1
ch’a vdi int un sòni,che in sogno,,bellosi,bellosi__1
"cal vôlt ch’a v’afarmivi int e’ cafè,",vi rivedete al caffè,,bellosi,bellosi__1
ch’a ciacarimi in piaza;,o quando eravamo insieme in piazza a chiacchierare;,,bellosi,bellosi__1
che pô ch’a sen ariv a dìs,quel poco che siamo riusciti a dirci,,bellosi,bellosi__1
adës a cve a-m l’arculd sól me.,adesso qui sono solo io a ricordarlo.,,bellosi,bellosi__1
"E pu u-s tucarà a nó,","Poi spetterà a noi,",,bellosi,bellosi__1
cvânt ch’a vniren int la ment,torneremo in mente,,bellosi,bellosi__1
"a on ch’u s’à cgnusù,","a qualcuno che ci ha conosciuto,",,bellosi,bellosi__1
"e e’ sra un pinsir o un sòni,",e sarà un pensiero o un sogno,,bellosi,bellosi__1
ch’u-s pérd int l’aria.,che si perde nell’aria.,,bellosi,bellosi__1
E cvel ch’l’è ’ndê l’è ’ndê.,E quel che è andato è andato,,bellosi,bellosi__1
Adës che e’ dè u-s fines,Nell’ultima luce del giorno,,bellosi,bellosi__2
u-s véd insèna sól ins e’ cunfen,si intravede appena il confine,,bellosi,bellosi__2
"e d’a lè in là piò gnint,","e al di là più niente,",,bellosi,bellosi__2
zenza una vóš.,non una voce.,,bellosi,bellosi__2
Lujétr i ten d’astê.,Loro sono lì che aspettano.,,bellosi,bellosi__2
"I-n brêva piò,","Non litigano più,",,bellosi,bellosi__2
"i fa boca da ridar,","tentano di sorridere,",,bellosi,bellosi__2
adës ch’u-n bat piò e’ côr.,ora che non batte più il cuore.,,bellosi,bellosi__2
D’LÀ DA LA NÖT,OLTRE LA NOTTE,,bellosi,bellosi__2
U-s fa bur d’pösta.,Si fa buio completo.,,bellosi,bellosi__2
"A cve, in dó’ che i nom e al ca","Qui, dove nomi e case",,bellosi,bellosi__2
"i muda sèmpar lugh, a faren cont","sempre mutano luogo, faremo come",,bellosi,bellosi__2
"ch’a n’i segna mai sté. O fórsi,","non fossimo mai esistiti. O forse,",,bellosi,bellosi__2
"còma al bréš avulêdi,","brace sotto la cenere,",,bellosi,bellosi__2
arivaren a pasê pu nench sta nöt.,riusciremo a superare ancora questa notte.,,bellosi,bellosi__2
U s’abura: Ste fred,Il tempo si rabbuia. Questo freddo,,bellosi,bellosi__3
u s’insteca int agli ös.,penetra nelle ossa.,,bellosi,bellosi__3
E’ tira e’ vent.,Tira vento.,,bellosi,bellosi__3
Int e’ cafè,Al caffè ci saranno,,bellosi,bellosi__3
u i sra chi cvàtar vec ch’i žuga a ‘l chêrt,"i soliti quattro vecchi che giocano a carte,",,bellosi,bellosi__3
e ch’i bacaja fôrt.,e il solito vociare.,,bellosi,bellosi__3
“Sta nöt e’ giaza.”,“Stanotte gela.”,,bellosi,bellosi__3
Dmatèna al scol al cricarà,Domattina le pozzanghere cricchieranno,,bellosi,bellosi__3
sot’al sôl.,sotto le suole.,,bellosi,bellosi__3
E’ zil cêr.,Il cielo chiaro.,,bellosi,bellosi__3
E’ camen dla Tarona e’ fumarà,Il camino della Tarona fumerà,,bellosi,bellosi__3
int l’êria seca.,nell’aria secca.,,bellosi,bellosi__3
S’u-s putes fêsan cont de’ temp.,Si potesse non sprecare il tempo.,,bellosi,bellosi__4
"Cagli ór strusiêdi a stêr a e’ mònd e basta,","Quelle ore perdute a lasciarsi vivere,",,bellosi,bellosi__4
"e chi dè pu-ch’e’-seja,","e quei giorni senza data,",,bellosi,bellosi__4
ch’u n s’i fa briša ment,in cui non si fa caso,,bellosi,bellosi__4
s’u j è e’ sól e s’l’è nùval,se è nuvolo o se c’è il sole,,bellosi,bellosi__4
-‘rivè a fê séra,- arrivare a sera,,bellosi,bellosi__4
"zenza scuson, cavês l’arloi","senza scosse, togliersi l’orologio",,bellosi,bellosi__4
prema d’andês a lët.,prima di coricarsi.,,bellosi,bellosi__4
E dì’ ch’u j è dal vôlt,E pensare che a volte,,bellosi,bellosi__4
"ch’u-s ten dri a un pasaröt,","si fa attenzione a un passero,",,bellosi,bellosi__4
"a una foja ch’la-s môv apèna apèna,",a una foglia che si muove appena appena,,bellosi,bellosi__4
"a e’ segn d’na mân,","al cenno di una mano,",,bellosi,bellosi__4
"a una bulê d’vent.,","a un alito di vento,",,bellosi,bellosi__4
a l’êria.,all’aria.,,bellosi,bellosi__4
"L’è sera,","È sera,",Faville,biguzzi,biguzzi__0
"in sdej davènti e’ fugh,","seduto davanti al fuoco,",Faville,biguzzi,biguzzi__0
"a sbat cun la palèta,","sbatto con la paletta,",Faville,biguzzi,biguzzi__0
un zöch,un ciocco di legno,Faville,biguzzi,biguzzi__0
"che brusa pièn pianin,","che brucia pian piano,",Faville,biguzzi,biguzzi__0
u s’léva,si solleva,Faville,biguzzi,biguzzi__0
una fulêda ad ludli,una folata di faville,Faville,biguzzi,biguzzi__0
sò,su,Faville,biguzzi,biguzzi__0
"vérs e’ zil,","verso il cielo,",Faville,biguzzi,biguzzi__0
al pê’,sembrano,Faville,biguzzi,biguzzi__0
ânmi de Purgatôri,anime del Purgatorio,Faville,biguzzi,biguzzi__0
ch’ al vola in Paradis.,che volano in Paradiso.,Faville,biguzzi,biguzzi__0
Che pôr sgrazjì,Quel povero disgraziato,Faville,biguzzi,biguzzi__0
"ch’a splém dmatèna,","che seppelliamo domattina,",Faville,biguzzi,biguzzi__0
ch’ l’épa bsogn,che abbia bisogno,Faville,biguzzi,biguzzi__0
d’una böta int e' zöch?,di una botta nel ciocco?,Faville,biguzzi,biguzzi__0
Me a gli’a dagh!,Io gliela do!,Faville,biguzzi,biguzzi__0
L è un pèz ch’a smalèt,È da tanto tempo che mi do da fare,Basta poco,biguzzi,biguzzi__1
in ste purgatóri.,in questo purgatorio (vita grama),Basta poco,biguzzi,biguzzi__1
Un lavór da fadiga.,Un lavoro faticoso.,Basta poco,biguzzi,biguzzi__1
Una fameja sgumbijda.,Una famiglia sottosopra.,Basta poco,biguzzi,biguzzi__1
Cla siatica int e’ galon,Quella lombaggine all’anca,Basta poco,biguzzi,biguzzi__1
ch’la m fa ‘vdé al stèli:,che mi fa vedere le stelle:,Basta poco,biguzzi,biguzzi__1
"ò pruvè tót i pastróc de mond,","ho provato tante medicine,",Basta poco,biguzzi,biguzzi__1
ma lì la n pàsa.,ma non passa.,Basta poco,biguzzi,biguzzi__1
I dint i m scrola.,I denti mi scrollano.,Basta poco,biguzzi,biguzzi__1
A scapóz int e’ giaren.,Inciampo anche nei sassolini.,Basta poco,biguzzi,biguzzi__1
A l so! A l so ch’a so vèc!,Lo so! Lo so che sono vecchio!,Basta poco,biguzzi,biguzzi__1
Però e’ mond u m pìs incóra.,Ma il mondo mi piace ancora.,Basta poco,biguzzi,biguzzi__1
"A capés e’ salè da e’ s-ciavì,","So distinguere il salato dall’insipido,",Basta poco,biguzzi,biguzzi__1
al doni bèli da cal bróti:,le donne belle da quelle brutte.,Basta poco,biguzzi,biguzzi__1
a i guèrd drìa fēna che,Le osservo fino quando,Basta poco,biguzzi,biguzzi__1
a n zira e’ canton!,girano l’angolo!,Basta poco,biguzzi,biguzzi__1
Os-cia! Se ch’u m ven int la ment.,Accidenti! Cosa mi viene in mente.,Basta poco,biguzzi,biguzzi__1
"Ò voja ad campè incóra,","Ho voglia di continuare a vivere,",Basta poco,biguzzi,biguzzi__1
u n s sa mai.,non si sa mai.,Basta poco,biguzzi,biguzzi__1
Intēnt –e’ basta póch!–,"Intanto, (basta poco!)",Basta poco,biguzzi,biguzzi__1
a m mét in boca una mentina,mi metto in bocca una mentina,Basta poco,biguzzi,biguzzi__1
e a m la cióc cun góst.,e me la succhio con gusto.,Basta poco,biguzzi,biguzzi__1
’Spridi rašêdi d’vent caval dla séra,Confuse folate di vento nella sera,Prende risalto il mare,borghi,borghi__0
al s’arduš dnânz dal cundensêdi traz,spingono innanzi condensate tracce,Prende risalto il mare,borghi,borghi__0
d’nùval sustnènd la nöt,di cirri sorreggendo la notte,Prende risalto il mare,borghi,borghi__0
ment ch’la rimpiaza,mentre soppianta,Prende risalto il mare,borghi,borghi__0
l’arlušór de’ dè.,il chiarore del giorno.,Prende risalto il mare,borghi,borghi__0
Pu u-s fa vent int e’ séri,"Poi si fa vento vero,",Prende risalto il mare,borghi,borghi__0
u s’êlza e’ mêr,"s’alza il mare,",Prende risalto il mare,borghi,borghi__0
"e pu a-n zérch gnânca piò, stramëž agli ònd",poi non cerco neppure fra le ondate,Prende risalto il mare,borghi,borghi__0
"dla burasca, un sintir ch’u-m scurta a e’ sren","della burrasca, un sentiero che scorti al sereno,",Prende risalto il mare,borghi,borghi__0
infena che la têra,finché la terra,Prende risalto il mare,borghi,borghi__0
la-s scânsa a i mi pinsir.,si scansa ai miei pensieri.,Prende risalto il mare,borghi,borghi__0
E mentar ch’a-n rinses a truvêm dentar,E mentre non riesco a scovare in me stesso,Prende risalto il mare,borghi,borghi__0
viguróši rašon par arcurdêmla,"incombenti ragioni di ricordo,",Prende risalto il mare,borghi,borghi__0
e’ ciapa spech e’ mêr.,prende risalto il mare.,Prende risalto il mare,borghi,borghi__0
Sciröch,Scirocco,Prende risalto il mare,borghi,borghi__0
"E’ šlinês de’ tramont šlumbê, int e’ flei",L’illanguidirsi del tramonto torpido,Prende risalto il mare,borghi,borghi__0
dla caldâna infughida de’ sciröch,nel cocente alitare di scirocco,Prende risalto il mare,borghi,borghi__0
"ch’l’imbazucles al fôrz e me, igna môd,",che stordisce le forze e cui d’altronde,Prende risalto il mare,borghi,borghi__0
indulent a i dagh ment. Sóra la bêrca,apatico acconsento. Sulla barca,Prende risalto il mare,borghi,borghi__0
"fiaca, insunlida ins l’âncura, la pasa","fiacca a picco sull’ancora, fluisce",Prende risalto il mare,borghi,borghi__0
indifarenta la stašon e a me svùit,inane la stagione ed a me vuoto,Prende risalto il mare,borghi,borghi__0
e’ dešidéri ad salpêr e griv,il desiderio di salpare e greve,Prende risalto il mare,borghi,borghi__0
l’ardì intrigh de’ campê’,l’ ardito impaccio del vivere.,Prende risalto il mare,borghi,borghi__0
Un strâmbal armistizi,Uno strano armistizio,Prende risalto il mare,borghi,borghi__0
Areb chêra d’avé’ l’alšir d’cuntêt,Mi piacerebbe poterti narrare,Prende risalto il mare,borghi,borghi__0
"ste mi instichêm fra lòstar sâm ad mêr,",di questo inoltrarmi fra lucidi sciami di plancton,Prende risalto il mare,borghi,borghi__0
"ad cvel ch’a sö, ad tot j’incantament","di ciò che sono, degli abbagliamenti",Prende risalto il mare,borghi,borghi__0
"ch’i-m cuima dentar,","che mi colmano dentro,",Prende risalto il mare,borghi,borghi__0
de’ praciš mument,dell’istante,Prende risalto il mare,borghi,borghi__0
quând ch’i-s ražonž i dulfen,nel quale ci raggiungono i delfini,Prende risalto il mare,borghi,borghi__0
a šgvazê’ sóra l’ònda senza temp,a sguazzare sull’onda senza tempo,Prende risalto il mare,borghi,borghi__0
int la nöt indulenta.,nella notte indolente.,Prende risalto il mare,borghi,borghi__0
Scampiet scurt ad strinžura sòbit sota,Scarti che a stento percepisco sotto,Prende risalto il mare,borghi,borghi__0
e’ mašinê’ dla pruva,il dislocarsi della prua,Prende risalto il mare,borghi,borghi__0
e ch’i m’adórna,e m’adornano,Prende risalto il mare,borghi,borghi__0
d’un strâmbal armistizi cun me stes.,di uno strambo armistizio con me stesso.,Prende risalto il mare,borghi,borghi__0
Areb nench chêra d’êsar bon d’spieghê’,Mi piacerebbe saperti anche spiegare,Prende risalto il mare,borghi,borghi__0
ad cvel che pu u m’armasta,"che cosa poi m’avanza,",Prende risalto il mare,borghi,borghi__0
"d’ségvit a e’ su cumiêt,","in seguito al loro commiato,",Prende risalto il mare,borghi,borghi__0
ad ste mi vuluntêri cunfen,di questo mio volontario confino,Prende risalto il mare,borghi,borghi__0
da un švìdar ešèstar.,da un algido esistere.,Prende risalto il mare,borghi,borghi__0
A savreb cundividli,Saprei condividerle,Prende risalto il mare,borghi,borghi__0
T’a-m cuntitia de’ mêr,Mi narravi del mare,Prende risalto il mare,borghi,borghi__0
"cumpâgn a un paragon cun l’ešistenza,",come metafora dell’esistenza,Prende risalto il mare,borghi,borghi__0
"èn d’mêra cuntintèza,","anni di amara esultanza,",Prende risalto il mare,borghi,borghi__0
t’gitia pu.,dicevi poi.,Prende risalto il mare,borghi,borghi__0
E t’scuritia de’ temp,E inoltre dicevi del tempo,Prende risalto il mare,borghi,borghi__0
"e t’intindivta incóra, a crid, dla vita:",e credo intendessi ancora della vita:,Prende risalto il mare,borghi,borghi__0
"de’ ciapê’ e’ lêrgh, de’ turnê’ a têra, spes","del salpare da terra, del tornarvi,",Prende risalto il mare,borghi,borghi__0
e’ côr gonf ad paura.,spesso col cuore grosso di sgomento.,Prende risalto il mare,borghi,borghi__0
"T’a-m cuntitia quest, vëc,","Narravi questo, vecchio,",Prende risalto il mare,borghi,borghi__0
e a li pinséva fôli strufignêdi,"e le pensavo gualcite parabole,",Prende risalto il mare,borghi,borghi__0
impasì ariut int un,"vizze rivalse, in un",Prende risalto il mare,borghi,borghi__0
scòrar sfiadê.,parlare esausto.,Prende risalto il mare,borghi,borghi__0
"Môrt, adës t’a-n mutiv, l’è pas grân temp:","Morto, oggi taci, è accaduto tempo,",Prende risalto il mare,borghi,borghi__0
"e mo a sö me, cve, spöst a scartablê’",ed ora io sono qui a scartabellare,Prende risalto il mare,borghi,borghi__0
"fra ’l tu parôl int la mimôria, incù","quelle parole nel ricordo, adesso",Prende risalto il mare,borghi,borghi__0
ch’a savreb cundividli.,che saprei condividerle.,Prende risalto il mare,borghi,borghi__0
"E spèc l’è sfazèd, l’è una spèa,","Lo specchio è sfacciato, è una spia",Lo specchio,borgini,borgini__0
u-t dói cla verità ch’l’a-t fa mèl,ti dice quella verità che ti fa male,Lo specchio,borgini,borgini__0
ad chi dè che t’a-n nè vòia,in quei giorni che non ne hai voglia,Lo specchio,borgini,borgini__0
"e te, par no dèi sodisfaziòun,","e tu, per non dargli soddisfazione,",Lo specchio,borgini,borgini__0
t’pas a chèul rét e t’a-n t zóir a guardèl.,passi indispettita e non ti giri a guardarlo.,Lo specchio,borgini,borgini__0
Ma u i è di dè che u-n t fa paèura;,Ma ci sono dei giorni che non ti fa paura;,Lo specchio,borgini,borgini__0
t’à l’affràunt fàza fàza,lo affronti faccia a faccia,Lo specchio,borgini,borgini__0
"e t’ste bén, t’a-t guèrd,","e stai bene, ti guardi,",Lo specchio,borgini,borgini__0
"t’cì tè, si tu cavél biènch,","sei tu, coi tuoi capelli bianchi,",Lo specchio,borgini,borgini__0
"si sàulch dal risédi,","coi solchi delle risate,",Lo specchio,borgini,borgini__0
"al somigliènzi si tu fiùl,","le somiglianze con i tuoi figli,",Lo specchio,borgini,borgini__0
